term,genes
Stat5a,Pygb;Cdkn1a;Col16a1;Steap4;Arpc1b;Hr;Sat1;Tgm1;Dbp;Scd1;Map3k6;Gbp5;Tsc22d4;Gpx1;Tspyl1;Mbnl2;Arid5a;Taldo1;2210016f16rik;Tuba4a;Erbin;Mia2;Irf1;Scg5;Igtp;Nupr1;Irf9;Ergic1;Atf4;Ppard;Cebpd;Zfp703;Slc1a4;Cox5a;Psmb10;Socs3;Arhgap21;Sbno2;Sertad3;Epb41l4aos;Lao1;Fam241a;Pnpo;Camta1;Cd14;Gbp2;Mapk4;Gbp3;Stat1;Vta1;Cmtm5;Stat3;Eif2ak2;Mt1;Cp;Serpina3h;Psmb8;Tmem59;Reep5;Maff;Zyx;Lcn2;Echdc3;Calm3;Tpt1
Stat6,Ppp1r15a;Macf1;Pllp;Tshz1;Stat3;Arid5a;Rfx3;Tuba4a;Akap2;Tspan31;Socs3;Akap13;Mprip;Cd109;Cd14;Hadh;S100a11
Suz12,Frmpd1;Txndc16;Lgals3;Retreg2;Samd14;Ednrb;Synpo;Paqr8;Paqr6;Endog;Fbxo2;Col23a1;Cacna2d3;Fndc5;Ppp1r3g;Mia2;Crispld2;Cd109;Frem2;H2-d1;Astn1;Slc22a4;Macf1;Adcyap1r1;Tshz1;Zfp503;Lpar1;Zc3hav1;Galr3;Gse1;Cd14;Ntsr2;Cadm3;Iqsec2;Btbd17;Cidea;Gng12;Gjb2;Ehd3;Wnk2;Ppp1r1b;Rgl1;Calm1;Sfxn5;Tmem9b;Cdkn1a;Synm;Hip1;Kcnc3;Prkag2;Vldlr;Slc7a10;Trim9;Slc22a17;Dner;Hey2;Timp3;Cd34;Tead3;Dusp4;Tnfrsf12a;Pllp;Metrn;Tmc7;Emp2;Gfra1;Gab2;Fos;Osmr;Gprc5b;Rhoj;Cdc42ep1;Cd302;Fjx1;Mgll;Chst2;Vgll3;Ahnak;Slc43a3;Zfp703;Kcna1;Amigo2;Adcy2;Ptn;Mgat3;Susd4;Flnc;Msx1;Ctnna2;Gdf10;Farp1;Pcp4l1;Psmb8;Stxbp5l;Lrg1;Clcf1;Zyx;Ramp1;Col16a1;Plxnd1;H2-k1;Hr;Rph3a;Fads3;Ccnd2;Kif5c;Capn2;Adora1;Sirpa;Cavin1;Il13ra1;Igfbp4;Arid5a;Kctd1;Foxp4;Olfm1;Smo;Adam15;Col4a2;Eef1a2;Cmpk2;Rtn2;Ntm;Rhobtb3;Slc1a4;Fbln5;Sel1l3;Klc3;Fam241a;Mbp;Tppp;Slc38a3;Smad1;Rasl10b;Zbtb16;Ephx2;Reep1;Mfhas1;Sccpdh;Cxcl12;P4ha1;Dlg5;Rcan2;Plekhm2;Eif4g3;Fgfr1;Rasgrf2;Ece2;Cyr61;Ppp1r9b;Sgce;1700025g04rik;Eef2k;Dbp;Psd2;Adamts1;Me1;Efhd1;Pgm5;Slc13a3;Irak3;Dnm1;C1ql1;Erbin;Tst;Tmem9;Ank;Hlf;Cebpd;Luzp2;Lrtm2;Zbtb42;Tns2;Tspan33;Usp18;Hdac7;Sv2b;Cnr1;Atoh8;S1pr1;Lrig1;Nrip3;Sncb;Mapk4;Spen;Negr1;Smox;Lgi3;Efr3b;Sgpp1;Apln;Slc4a8;Dbndd2;Snrk;Marcks;Myo1c;Chpt1;Cdo1;Plod2;Mpz;Tnr;Tnfrsf1a;Tmem35a;Sertad3;Tspan7;Mcl1;Stat1;Vim;Tinagl1;Ptprn;Ncan;Fam107a;Sox2;Gja1;Icosl;Shisa9;Slc39a14;Irf7;4-sep;Tspan4;Cmtm5;Pygb;Steap4;Scd1;Acot10;Ptp4a2;Erp29;Cnn3;Camk2n1;Jam2;Nfasc;Sfxn1;Steap3;Apip;2900097c17rik;Dbi;Lamc1;Fnbp1l;Ggta1;A730017l22rik;Pamr1;Tgm2;Gbp5;Myoc;Slc39a10;Sdhc;Slc30a1;4930402h24rik;Ppa2;Scg5;Arhgef4;Itih5;Lman2l;Arhgap21;Olfml3;Btbd3;1110051m20rik;Abl1;Ralgds;Ifi204;Ccdc190;Tmco1;Asxl1;Marco;Stk25;Etl4;Echdc3;Fcgr2b;Nit1;Bcl2l1;Itm2c;Tuba4a
Taf2,Lgals3bp;Rnf10;Mtch1;Aldh1l1;Hip1;Plxnd1;Lamc1;Etfb;Ece2;Ggta1;Smg5;Endou;Mdk;Adamtsl2;Capn2;Sirpa;Anxa7;Phgdh;Kpna3;Tgm2;Dusp4;Paqr7;Tspyl1;Prkcd;Amt;Taldo1;Foxp4;Fndc5;Cldn10;Carhsp1;Rcn2;Irf1;Gpd1;Tagln3;Fam92b;Ctxn1;Fkbp3;Irf9;Vgll3;Tbc1d9b;Ahnak;Mvp;Sdc2;Tns2;Pla2g7;Klc3;Man2a2;Galr3;Camk2n1;Fam120c;Tceal3;Myo6;Atoh8;Ctnna1;Mbp;Tppp;Ip6k1;Jam2;Smad1;Mtx1;Btbd17;Stat3;Cp;Tmco1;Asxl1;Nfasc;Col5a3;Lcn2;Plekhm2;Vim;Slc25a34;Eif4g3;Pnpla2
Taf7l,Cdkn1a;Arl6ip1;Prkag2;Dbi;Hr;Etfb;Tmem140;Arhgap5;Lgals3;Lgals1;Scd1;Map3k6;Cavin1;Brd2;Gabarapl1;Mbnl2;Tnfrsf12a;Entpd5;Ifrd1;Ndufc2;Osmr;Ptp4a2;Carhsp1;Gpd1;Erp29;Nupr1;Gas5;Ergic1;Lrrc59;Ndufb10;Lman2l;Slc1a4;Tns2;Cox5a;Sult1a1;Mat2a;Stat1;Def8;Eif1;Asxl1;Qdpr;Ppp1r1a;Reep5;Reep3;Lcn2;Amotl2;Vim;Slc25a34;Calm1;Ypel3;Pnpla2;Fgfr1
Tal1,Steap3;Ndufa13;Arl6ip1;Aqp4;Ifit1;Fads3;Laptm4a;Chchd3;Fth1;Capn5;Tom1;Hadh;Map3k6;Paqr6;Fbxo2;Ifrd1;Taldo1;Clip3;Eef1a1;Olfm1;Carhsp1;Ppa2;Mia2;Kctd10;Erf;Igtp;Cmpk2;Vdac2;Fam92b;Macf1;Insig1;Zc3hav1;Arhgap21;Sbno2;Fam241a;Pnpo;Camta1;Gse1;Ralgds;Mcl1;Zrsr1;Iqsec1;Fus;Zbtb16;Idh2;Irgm1;Ifi47;Mt1;Eif1;Bc005537;P4ha1;Stk25;Reep3;Alpl;Echdc3;Calm1;Eif4g3;Bmpr1a;Eif4g1;Lgals3bp;Hspb1;Ggta1;Rlbp1;Ppp1r9b;Trim8;1700025g04rik;Glipr2;Myo18a;Scd1;Cd34;Dusp4;Brd2;Rhof;Ampd3;Fos;Cldn10;Slc25a18;Cttn;Ergic3;Gas5;Mgll;Ank;Kank1;Ddc;Ahnak;Slc43a3;Gnai2;Lao1;Mat2a;Cnr1;Tmem205;Lrig1;Nrip3;Smox;Mboat2;Snrk;Znfx1;Polr3h;Rpl4;Slc35b2;Midn;Ndufa11;H2-k1;Hjurp;Akr7a5;Fads2;Retreg2;Samd14;Mpz;Junb;Slc39a1;Paqr8;Paqr7;Igfbp4;Stard7;Arid5a;Slc30a1;Rpsa;Neat1;Tuba4a;Fndc5;Tmem135;Smo;Anapc4;Atf4;Cdc42se1;Lrrc59;Tbc1d9b;Ndufb10;Usp54;Cnn3;Prdx2;Ldha;Ptdss1;Btbd1;Rpl41;Gadd45b;Nipsnap2;Mafk;Rnps1;Calr;Cdkn1a;Arpc1b;Tecr;Apip;Etfb;Smg5;Map1lc3b;Tmsb4x;Flot1;Cic;Enoph1;Oasl1;Gpx1;Tnfrsf12a;Ptgr2;Rab33b;Ptp4a2;Rcn2;Ndufs7;Plin4;Tmem9;Ergic1;Agpat5;Naxd;Agpat1;Cox5a;Ucp2;Cdc37l1;Flnc;Usp24;Stat3;Tmco1;Myo1c;Zyx;Vim;Synm;Frmpd1;Ifit3;Nudt4;C4b;Golga4;Plce1;Qk;Lgals9;A4galt;Atp6ap1;Rsad2;Prkcd;Kremen1;Rfx3;Shisa9;Crispld2;Cd109;Aplnr;Padi2;Zfp869;Ntm;Zfp503;Slc1a4;Tns2;Sel1l3;Clec3b;Ablim2;1110051m20rik;Mgat3;Mbp;Tppp;Negr1;Sorbs1;Def8;Ptprd;Mfhas1;Spcs2;Marcks;Rcan2;Etl4;Spry2;Fat3;Rgl1;Ttll9;Pygb;Col16a1;Steap4;Icam1;Mylk;Eef2k;Senp8;Kpna3;Unc13a;Mbnl2;Ndufc2;Foxp4;Ppp1r3g;Irf1;Hlf;Lrtm2;Tshz1;Atl2;Rnf7;Fbln5;Sv2b;Dhrs7b;Lrrc8a;Ntsr2;Pmm1;Tnk2;Msn;Coq7;Efr3b;Fbxo31;Reep1;Adi1;Nf2;Pnpla2;Arhgap5;Txndc16;Gja1;9-sep;Mprip;Hey2;Kif5a;Timp3;Tspyl1;Gpx3;Col23a1;Omg;Cacna2d3;Icosl;Irak3;Erbin;Rnf126;Ctdsp2;Aspg;Gria1;Hdac2;Mtmr3;Lrp1;Anapc16;Cebpd;Gstt3;Adcy2;Nln;Txndc5;Rasl10b;Vta1;Nap1l1;Col1a1;Pfkl;Dhrs7;Nsg2;Fabp7;9530068e07rik;Chpt1;Sycp3;Plod2;Fnta;Nfkbiz;Enpp2;Gbp5;Pllp;Acot10;Dctd;Rhoj;Ppard;Gpm6a;Coro1c;Socs3;Apoh;Ctnna1;Smad1;Stat1;Iigp1;Stxbp5l;Qdpr;Gsta4;Fcgr2b
Tbl1,Ahcyl1;Col16a1;Tinagl1;Apip;Lamc1;Fnbp1l;Cyr61;Nudt4;Ccnd2;Capn2;Tnr;Plce1;Phgdh;Cd34;Wls;Paqr7;Mbnl2;Myoc;Fbxo2;Gfra1;Gab2;Ddost;Fndc5;Ptp4a2;Stim1;Cttn;Map7d1;Fez1;Padi2;Astn1;Itih5;Macf1;Ntm;Amigo2;Atl2;Cstf2t;Cnn3;Arhgap21;Olfml3;Camk2n1;Susd4;S1pr1;Them4;Camta1;Eps15;Usp24;Spen;Gdf10;Negr1;Zbtb16;Sorbs1;Gng12;Sgpp1;Slc4a8;Nfasc;Cxcl12;Dlg5;Alpl;Plekhm2;Echdc3;Fat3;Vim;Dhcr7;Slc25a34;Eif4g3;Bmpr1a
Tbp,Cdkn1a;Ndufa13;Midn;Ndufb10;Hspb6;Tshz1;Zfp503;Tns2;Ece2;Agpat1;Ppp1r9b;Trim8;Rbm3;Sbno2;Map1lc3b;Eef2k;Dbp;Rras;Mpz;Asna1;Kif5a;Flot1;Tmed2;Fmc1;Cic;Pltp;Junb;Tspyl2;Brd2;Tle1;Tnfrsf12a;Fus;Metrn;Rpsa;Rhof;Sorbs1;G6pc3;Col4a2;Mia2;Psat1;Spry2;Amotl2;Vim;Pnpla2;Fkbp5
Tbx20,Aldh1l1;Midn;Plxnd1;Aqp4;Fads3;Endou;Ndst1;Golga4;Laptm4a;Chchd3;Adora1;Tnr;Sirpa;Qk;Lgals9;Hadh;Map3k6;Synpo;Tgm2;Mbnl2;Igfbp4;Mamstr;Neat1;Eef1a1;Ppp1r3g;Olfm1;Cyp2d22;Smo;Stim1;Mia2;Crispld2;Fam92b;Sqstm1;Fkbp5;Tbc1d9b;Sdc2;Slc1a4;Arhgap21;Btbd3;Abl1;Txndc5;Ntsr2;Tmem86a;Slc14a2;Iqsec1;Zbtb16;Idh2;Fuz;Nipsnap2;Cyp51;Sccpdh;G6pc3;P4ha1;Dlg5;Rcan2;Etl4;Alpl;Plekhm2;Dhcr7;Ywhae;Pygb;Cdkn1a;Prkag1;Prkag2;Ece2;Cyr61;Rlbp1;Trim8;Akap13;1700025g04rik;Arl5c;Psd2;Glipr2;Adamts1;Dner;Adamtsl2;Tmed2;Tsc22d4;Gpx3;Emp2;Rhof;Fos;Ddost;C1ql1;Erbin;Gprc5b;Cdc42ep1;Slc25a5;Ppard;Hlf;Gdpd2;Zbtb42;Capg;Tns2;Lmf1;Tm9sf3;Atoh8;Lrig1;Ctnna1;Nrip3;Flnc;Msx1;Pcp4l1;Smox;Sorbs1;Snrk;9530068e07rik;Vim;Eif3f;Tpt1
Tbx3,Col16a1;Mtmr3;Frmpd1;Ggta1;Fyco1;Gja1;Chchd3;Ccnd2;Cnr1;Bag1;Lrig1;Ctnna1;Camta1;Gse1;Mbp;Cavin1;Oasl1;Mcl1;Paqr8;Rpl41;Negr1;Col23a1;Rfx3;Foxp4;Slc39a14;Olfm1;Stim1;Reep3;Serping1;Tmem9;Nf2;Frem2;Ypel3
Tbx5,Slc35b2;Ndufa11;H2-k1;Cltb;Etfb;Ece2;Smg5;Icam1;Ifit2;Ndst1;Golga4;Samd14;Capn5;Hey2;Kif5a;Tom1;Capn2;A4galt;Cic;Slc39a1;Cavin1;Tsc22d4;Brd2;Slc13a3;Paqr6;Unc13a;Tnfrsf12a;Cacna2d3;Osmr;Ddost;Tapbp;Clip3;Olfm1;4930402h24rik;Tmem135;Kctd10;Tmem33;Scg5;Sbds;Anapc4;Cdc42ep1;Fkbp9;H2-d1;Atf4;Ppard;Cdc42se1;Rtn2;Atp6v1a;Hdac2;Mvk;Hlf;Ahnak;Cstf2t;Tspan33;Akap2;Psmb10;Tm9sf3;Nln;Klc3;Ldha;Man2a2;Ucp2;Abl1;Tspan4;Them4;Smyd1;Lrrc8a;Flnc;Snx5;Gbp3;Mapk3;Rpl41;Pcp4l1;Stat3;Eif2ak2;Def8;Nipsnap2;Sgpp1;Bst2;Mfhas1;Myo1c;Nsg2;Rcan2;Ppp1r1b;Maff;Plekhm2;Calm3;Sfxn1;Calr;Fgfr1
Tcf12/heb,Pygb;Cdkn1a;Col16a1;Steap4;Plxnd1;Ndufa11;Frmpd1;Hspb1;Ece2;Fnbp1l;Cyr61;Ifit3;Icam1;Trim8;Golga4;Chchd3;Senp8;Tmsb4x;Fth1;Cavin1;Kpna3;Paqr7;Unc13a;Ampd3;Fos;Foxp4;Tnfrsf1a;Ptp4a2;Carhsp1;Stim1;Cttn;Irf1;Arhgef4;Cmpk2;Hacd3;Ergic3;Agpat5;Tbc1d9b;Hlf;Tshz1;Slc1a4;Rnf7;Fbln5;Socs3;Prdx2;Nkain4;Sv2b;Dhrs7b;Tspan7;Lrig1;Ctnna1;Lrrc8a;Smad1;Pmm1;Iqsec1;Ephx2;Tnk2;Msn;Efr3b;Tmco1;Fbxo31;Ptprd;Reep1;Mfhas1;Nfasc;Snrk;Znfx1;Cxcl12;P4ha1;Reep5;Stk25;Alpl;Echdc3;Fat3;Nf2;Calm1
Tcf21,Col16a1;Plxnd1;Hjurp;Fam107a;Ifit1;Ifit2;Fads3;Ndst1;Laptm4a;Lgals1;Fth1;Capn5;Capn2;Junb;Pamr1;Cavin1;Tgm2;Paqr6;Gabarapl1;Endog;Mbnl2;Igfbp4;Tpm3;Mamstr;Prkcd;Arid5a;Neat1;Eef1a1;Ppp1r3g;Carhsp1;Adam15;Crispld2;Mxra7;Cdc42se1;Insig1;Fbln5;Socs3;Man2a2;Abl1;Ip6k1;Pltp;Txndc5;Mcl1;Gadd45b;Wfs1;Col1a1;Cops6;Ppp1r1a;Col5a3;Bcl3;Plekhm2;Mafk;Lgals3bp;Cdkn1a;Rasgrf2;Hspb1;Lamc1;Triobp;Trim8;Rbm3;Akap13;Fyco1;Map1lc3b;Dbp;Nfkbiz;Anxa7;A4galt;Tead3;Sun2;Gab2;Fos;Fam126a;Tnfrsf1a;Ptp4a2;Irf1;Rdh5;Cdc42ep1;Angptl4;Fjx1;Ergic1;Naxd;Slc43a3;Mvp;Lrtm2;Sema3g;Gdpd2;Cstf2t;Tns2;Akap2;Fam129b;Sertad3;Mat2a;Olfml3;Fam120c;Atoh8;Mgat3;Flnc;Mapk3;Egln2;Stat1;Myo1c;Eif3f;Sycp3;Ypel3
Tcf3,Ifitm3;Midn;Pros1;Tmem140;Sox2;Ndst1;Gja1;Ccnd2;Kif5a;Enpp2;Sirpa;Tgm2;Gbp5;Tle1;Tpm3;Rfx3;Bcs1l;Clip3;Tagln3;Astn1;Cdc42se1;Atp6v1a;Zc3hav1;Cnn3;Socs3;Arhgap21;Mobp;Gse1;Pltp;Snx5;S100a11;Mcl1;Zbtb16;Ephx2;Tnk2;Cidea;Mt1;Eif1;Ptprd;Cxcl12;Nsg2;Reep3;Amotl2;Sfxn1;Calm1;Bcl2l1;Fgfr1;Rtp4;Rarg;Cuedc2;Tnfaip6;Hspb1;Smg5;Cyr61;Trim8;Eef2k;Arl5c;Mdk;Tmsb4x;Cic;Enoph1;Dusp4;Tnfrsf12a;Pllp;Amt;Rhof;Fos;Slc39a14;Ptp4a2;Ctdsp2;Cdc42ep1;Pmp2;Tmem9;Chst2;Ddc;Hlf;Lrp1;Saa3;Adcy2;Agpat1;Akap2;Camk2n1;Atoh8;Mgat3;Susd4;Spp1;Msx1;Jam2;Mapk4;Farp1;Egln2;Mog;Stat1;Nap1l1;Sorbs1;Mlh3;Asxl1;Tmem59;Marcks;Gsta4;Spry2;Vim;Ndufa13;Lamc1;Nudt4;1700025g04rik;Bcl7a;Snapc2;Capn2;Tmed2;Qk;Map3k6;Gpx3;Col23a1;Slc39a10;Slc30a1;Dnm1;Erbin;Olfm1;Rnf126;Ppa2;Adam15;Kctd10;Ctxn1;Mtmr3;Amigo2;Rhobtb3;Slc1a4;Tns2;Coro1c;Ablim2;Galr3;Btbd3;Bag1;Lrig1;Ralgds;Eps15;Txndc5;Ntsr2;Smad1;Nipsnap2;Gng12;Sgpp1;Reep1;Bc005537;Dbndd2;Gjb2;Sccpdh;Clcf1;Tmem9b;Sgce;Anxa7;A4galt;Tead3;Tmc7;Foxp4;Gprc5b;Frem2;Sbsn;Gnai2;Ndufv2;Serpina3h;Nfasc;Psat1
Tcf3/e2a,Rtp4;Synm;Col16a1;Ndufa11;Rasgrf2;Apip;Fnbp1l;Trim8;Eef2k;Psd2;Nfkbiz;Sirpa;Kpna3;Paqr6;Tle1;Paqr7;Col23a1;Slc39a10;Gfra1;Ampd3;Foxp4;Ptp4a2;Tmem135;Gap43;Tmx2;Cttn;Fez1;Irf1;Anapc4;Hacd3;Fam92b;Chst2;Atp6v1a;Ddc;Hlf;Cebpd;Luzp2;Ntm;Sdc2;Tshz1;Slc1a4;Sv2b;Mobp;Dhrs7b;Btbd3;Lrig1;Mbp;Tspan3;Ndufv2;Slc14a2;Gadd45b;Iqsec1;Smox;Ephx2;Tnk2;Tmco1;Fbxo31;Ptprd;Nfasc;Snrk;Cxcl12;Adi1;Rcan2;Mafk;Calm1;Eif4g3;Tmem9b;Pnpla2
Tcf4,Frmpd1;Pros1;Fam107a;Mylk;Golga4;Gja1;Chchd3;Ednrb;Sirpa;Tle1;Unc13a;Mbnl2;Cacna2d3;Kctd1;Asrgl1;Dctd;Col4a2;Crispld2;Sbds;Ezr;Gria1;Macf1;Gpm6a;Exd2;Mtmr3;Rhobtb3;Agap3;Pla2g7;Arhgap21;Nln;Sbno2;Abl1;Camta1;Smyd1;Mark3;Ntsr2;Smad1;Iqsec1;Msn;Gng12;Bst2;Marco;Cxcl12;Reep5;Rcan2;Lcn2;Alpl;Fat3;Dhcr7;Gnb5;Rgl1;Xaf1;Calm1;Eif4g3;Bmpr1a;Ywhae;Slc44a1;Rasgrf2;Cltb;Prkag2;Larp1b;Bcl7a;Nfkbiz;Efhd1;Pgm5;Pllp;Commd10;Gfra1;Urb1;Ptp4a2;Gprc5b;Cttn;Irf1;Rhoj;Arhgef4;Hap1;Chst2;Kank1;Naxd;Lrtm2;Kcna1;Amigo2;Atl2;Adcy2;Cox5a;Fam129b;Ablim2;Sv2b;Lrig1;Nrip3;Msx1;Ctnna2;Eps15;Mapk4;Usp24;Farp1;Negr1;Sorbs1;Stxbp5l;Asxl1;Nfasc;Psat1;Spry2;Ramp1;Ttll9;Lgals3bp;Cdkn1a;Aldh1l1;Hip1;Hjurp;Apip;Dbi;Nudt4;Dner;Me1;Tnr;Dusp4;Gpx3;Ifrd1;Irak3;Slc39a14;Dnm1;Olfm1;Tmem135;Carhsp1;Tmem33;Vdac2;Frem2;Hlf;Cebpd;Usp54;Lpar1;Slc1a4;Rnf7;Usp18;Lmf1;Tm9sf3;Mustn1;Btbd3;Myo6;Susd4;Spp1;Ctnna1;Them4;Tppp;Vhl;Ndufv2;Txndc5;Mboat2;Sgpp1;Fabp7;Plekhm2;Echdc3;Itm2c
Tcf7,Slc35b2;Midn;Plxnd1;Gt(rosa)26sor;Tgm1;Ccnd2;Peg13;Capn5;Tom1;Map3k6;Junb;Kpna3;Gpr179;Endog;Paqr7;Unc13a;Tspyl1;Tpm3;Fbxo2;Prkcd;Arid5a;Kctd1;Slc30a1;Neat1;Fndc5;Eef1a1;Smo;Stim1;Mia2;Kctd10;Erf;Atf4;Tbc1d9b;Tshz1;Zfp503;Socs3;Sbno2;Galr3;Tspan4;Camta1;Gse1;Ralgds;S100a11;Mcl1;Wfs1;Zbtb16;Fuz;Gng12;Fbxo31;Bc005537;Reep3;Wnk2;Bcl3;Maff;Mafk;Calm3;Calm1;Ywhae;Cdkn1a;Rarg;Cuedc2;Hip1;Ptprn;Arpc1b;Lamc1;Trim8;Map1lc3b;Dbp;Bcl7a;Mdk;Nfkbiz;Flot1;Myo18a;Cic;Dusp4;Tsc22d4;Sun2;Brd2;Parp3;Slc39a10;Lsr;Rhof;Fos;Slc39a14;Rab33b;Tapbp;Erbin;Ptp4a2;Ctdsp2;Aspg;Vamp1;Rdh5;Slc25a5;Ppp1r15a;Mvk;Ahnak;Cebpd;Zfp703;Lrtm2;Atl2;Sema3g;Zbtb42;Tns2;Cox5a;Hdac7;Gnai2;Fam129b;Mat2a;Ucp2;Atoh8;S1pr1;Nrip3;Nap1l1;Myo1c;Polr3h;Tpt1
Tcf7l2,Ppp1r15a;Exd2;Cdkn1a;Ddc;Hip1;Prkag2;Plod2;Lamc1;Agap3;Ppp1r9b;Akap13;Fads2;Tom1;Adora1;Qk;Junb;Parp3;Stat1;Entpd5;Prkcd;Slc30a1;Slc39a14;Tmco1;Ppa2;Tst;Crispld2;Vdac2;Amotl2;Mgll
Tcfap2c,Mtch1;Steap3;Midn;Col16a1;Plxnd1;Aqp4;Nudt4;Fads3;Lgals3;Fads2;Lgals1;Fnta;Fth1;Capn2;Qk;Map3k6;Junb;Tgm2;Hmgn1;Gabarapl1;Paqr7;Mbnl2;Fbxo2;Arid5a;Cacna2d3;Rfx3;Sdhc;Foxp4;Asrgl1;Fndc5;Dctd;Rnf126;4930402h24rik;Carhsp1;Col4a2;Kctd10;Gpd1;S100a6;Erp29;Fkbp3;Frem2;Rtn2;Usp54;Rhobtb3;Coro1c;Rras;Man2a2;Bag1;Tspan4;Mbp;Tspan3;Ralgds;Mcl1;Idh2;Gng12;Coq7;Sccpdh;Reep3;Mafk;Rgl1;Calm1;Eif4g3;Sfxn5;Fgfr1;Bmpr1a;Eif4g1;Pygb;Rarg;Hip1;Slc44a1;Arpc1b;Hspb1;Lamc1;Ece2;Ggta1;Cyr61;Ppp1r9b;1700025g04rik;Map1lc3b;Bcl7a;Slc22a17;Hey2;Nfkbiz;Anxa7;Scd1;Cic;Brd2;Parp3;Gpx1;Commd10;Ndufc2;Lsr;Rhof;Gab2;Slc39a14;Ptp4a2;Rcn2;Ctdsp2;Irf1;Cdc42ep1;Chst2;Ppard;Ddc;Hlf;Lrp1;Rnf7;Sbsn;Cox5a;Gnai2;Tspan31;Rida;Sertad3;Ucp2;Ctnna1;Msx1;Fmc1;E2f5;Jam2;Mapk3;Gdf10;Farp1;Stat1;Cmtm5;Stat3;Sorbs1;Tmem59;Snrk;Pfkl;Marcks;Clcf1;Zyx;Spry2;Cdo1;Ypel3;Tpt1
Tcfcp2l1,Ifitm3;Ywhae;Rnf10;Cdkn1a;Hip1;Pros1;Hspb1;Ggta1;Smg5;Ppp1r9b;Rph3a;Tmem47;Map1lc3b;Gja1;Samd14;Kif5c;Capn5;Nfkbiz;Car14;A4galt;Enoph1;Oasl1;Tead3;Paqr6;Gabarapl1;Gpx1;Entpd5;Taldo1;Foxp4;Asrgl1;Erbin;Cyp2d22;Stim1;Ndufs7;Irf1;Cdc42ep1;Tagln3;Slc25a5;Fkbp3;Ank;Ppard;Atp6v1a;Tbc1d9b;Ahnak;Slc43a3;Rhobtb3;Tspan33;Gnai2;Socs3;Sbno2;Sertad3;Ptdss1;Ablim2;Mobp;Susd4;Abl1;Ctnna1;Lrrc8a;Sncb;Eps15;Mark3;Mapk4;Zrsr1;Slc35a2;Tmem176b;Haghl;Sorbs1;Nipsnap2;Serpina3h;Sgpp1;Sccpdh;Myo1c;Nsg2;Spry2;Chpt1;Mafk;Amotl2;Rnps1;Dhcr7;Nf2;Fcgr2b;Calm1;Ypel3;Tpt1;Pnpla2;Pygb;Steap3;Hjurp;Apip;Dbi;Lamc1;Fnbp1l;Sox2;1700025g04rik;Mpz;Dner;Capn2;Adora1;Tnr;Sirpa;Cd34;Pamr1;D3ertd751e;Tgm2;Wls;Paqr8;Myoc;Stard7;Arid5a;Slc39a10;Sdhc;Slc30a1;Olfm1;Ppa2;Arhgef4;Pmp2;Tmem9;Fjx1;Frem2;Astn1;Itih5;Lman2l;Lpar1;Arhgap21;Cnr1;Camk2n1;Btbd3;S1pr1;Fam241a;Camta1;Cadm3;Ifi204;Negr1;Stat1;Pcp4l1;Smox;Ccdc190;Tmco1;Asxl1;Marco;Nfasc;Cxcl12;Stk25;Etl4;Echdc3;Vim;Rgl1;Nit1;Bcl2l1;Itm2c
Tdrd3,Pygb;Slc13a3;Synm;Hip1;Egln2;Hlf;Lpar1;Slc39a10;Myl12a;Tnfrsf1a;Fbxo31;Lmf1;Qdpr;Tmem9;Fam92b;Calm1;S100a11
Tead4,Ywhae;Rnf10;Tinagl1;Hip1;Frmpd1;Gt(rosa)26sor;Rasgrf2;Rlbp1;Rph3a;Sgce;Trim9;1700025g04rik;Chchd3;Ednrb;Kif5c;Tmed2;Anxa7;Hadh;Junb;Oasl1;Mbnl2;Entpd5;Col23a1;Kremen1;Cacna2d3;Kctd1;Gab2;Shisa9;Fam126a;Dctd;4930402h24rik;Ppa2;Stim1;Mia2;S100a6;Erp29;Hacd3;Fkbp9;Fjx1;Frem2;Fkbp5;Rtn2;Agpat5;Macf1;Kank1;Pdxdc1;Ahnak;Ntm;Tshz1;Adcy2;Tns2;Pla2g7;Akap2;Arhgap21;Ablim2;1110051m20rik;Abl1;Lrig1;Ctnna1;Camta1;Gse1;Mbp;Tspan3;Ip6k1;Eps15;Mark3;S100a11;Jam2;Mapk4;Spen;Farp1;Negr1;Zbtb16;Idh2;Prrc2b;Reep1;Tmem59;Znfx1;Etl4;Fat3;Amotl2;Nf2;Eif4g3;Bcl2l1;Mtmr3;Sox2;Slc4a8;Sqle;Golga4;Marcks;Gjb2;Gap43;Eef2k;Cxcl12;Crispld2;Adamtsl2;9530068e07rik;Mgll
